period(s),gaslimit,tps(tx/s),latency(ms),contracttime(μs),dbreaadtime(μs),dbwritetime(μs),blockcommittime(ms),readtime(ms),blockpropagationtime(ms)
12,24000000,95.23809524,16323.01537,4.29613319,3688.354464,12509.48387,4993.428571,4.47ms,blockpropagation
12,24150000,95.23809524,16309.01075,4.296240602,3589.364486,10454.19225,4993.428571,3ms,blockpropagation
12,24300000,95.23809524,16304.97438,4.297529538,3956.893677,10926.84088,4992.857143,3.47ms,blockpropagation
12,24450000,95.23809524,16318.94613,4.29538131,4136.163741,10941.981,4993,3.72ms,blockpropagation
12,24600000,95.23809524,16338.40745,4.298818475,3825.079364,11168.27013,4992.571429,4.1ms,blockpropagation
12,24750000,95.23809524,16299.92313,4.294307197,3878.430864,10976.85287,4994,2.99ms,blockpropagation
12,24900000,95.23809524,16307.42745,4.296025779,3900.508531,10626.46038,4992.428571,3.62ms,blockpropagation
12,25050000,95.23809524,16297.43895,4.295703545,2961.581,10922.807,4992.285714,3.38ms,blockpropagation
12,25200000,95.23809524,16282.70404,4.29688507,4294.499688,10839.29237,4992.857143,3.38ms,blockpropagation
12,25350000,95.23809524,16326.95163,4.297851772,3966.454862,11042.41913,4994.142857,3.09ms,blockpropagation
12,25500000,95.23809524,16264.96613,4.295918367,3956.481212,10967.37988,4993,3.91ms,blockpropagation
12,25650000,95.23809524,16338.19773,4.295918367,3425.2295,10783.55125,4993.857143,3.65ms,blockpropagation
12,25800000,95.23809524,16380.58218,4.296562836,3525.197086,10066.8895,4992.857143,3.54ms,blockpropagation
12,25950000,95.23809524,16336.57218,4.299570354,4494.935548,10636.11663,4991.571429,3.98ms,blockpropagation
12,26100000,95.23809524,16292.86877,4.296455424,4605.393778,11032.438,4991.857143,3.87ms,blockpropagation
12,26250000,95.23809524,16318.2341,4.294629431,3839.192423,13043.77538,4992.285714,3.53ms,blockpropagation
12,26400000,95.23809524,16340.81215,4.301396348,4636.464652,17343.83638,4992,2.53ms,blockpropagation
12,26550000,95.23809524,16377.1966,4.290655209,4515.471148,11352.64462,4993.142857,3.48ms,blockpropagation
12,26700000,95.23809524,16413.99313,4.833512352,4276.668444,10738.43589,4993.75,3.84ms,blockpropagation
12,26850000,95.23809524,16332.79865,4.296240602,4654.439172,9892.141875,4990.571429,3.37ms,blockpropagation
12,27000000,95.23809524,16315.35558,4.29613319,3893.33031,10306.3045,4992.714286,3.37ms,blockpropagation
12,27150000,95.23809524,16323.0055,4.296348013,3338.891278,10868.15025,4994,3.87ms,blockpropagation
12,27300000,95.23809524,16374.24884,4.296777658,3912.351414,11467.13325,4989.571429,3.67ms,blockpropagation
12,27450000,95.23809524,16291.968,4.833512352,4045.298,9737.985444,4994.125,3.77ms,blockpropagation
12,27600000,95.23809524,16280.26209,4.833727175,4339.828806,10029.895,4994.25,3.2ms,blockpropagation
12,27750000,95.23809524,16329.53918,4.296562836,3877.962625,10793.25175,4993.428571,3.96ms,blockpropagation
12,27900000,95.23809524,16323.95551,4.299355532,3648.241375,10773.58063,4992.857143,4.29ms,blockpropagation
12,28050000,95.23809524,16296.62367,4.29377014,3748.213263,10498.2815,4993.428571,4.21ms,blockpropagation
12,28200000,95.23809524,16331.69879,4.295810956,4219.303419,10968.30475,4992.571429,4.16ms,blockpropagation
12,28350000,95.23809524,16313.68116,4.296025779,4516.82732,11723.34275,4992.285714,3.64ms,blockpropagation
12,28500000,95.23809524,16312.39358,4.296670247,3579.047552,10209.01163,4994,3.63ms,blockpropagation
12,28650000,95.23809524,16298.99238,4.834693878,3714.764256,9918.082778,4994.875,3.7ms,blockpropagation
12,28800000,95.23809524,16335.47394,4.295596133,4034.093594,10974.973,4993.571429,3.64ms,blockpropagation
12,28950000,95.23809524,16327.47344,4.315789474,3777.041,33151.07313,4992.571429,4.09ms,blockpropagation
12,29100000,95.23809524,16309.9795,4.276584318,3279.813324,10538.01525,4993,4.14ms,blockpropagation
12,29250000,95.23809524,16251.69641,4.299677766,3912.333419,10420.1715,4992.142857,3.08ms,blockpropagation
12,29400000,95.23809524,16341.74603,4.293555317,3841.591125,10690.01075,4993.142857,3.43ms,blockpropagation
12,29550000,95.23809524,16310.14373,4.29613319,4104.481967,11025.522,4993,3.83ms,blockpropagation
12,29700000,95.23809524,16299.63742,4.297099893,4004.362513,11146.60463,4991.714286,4.42ms,blockpropagation
12,29850000,95.23809524,16303.49306,4.297099893,4259.990786,10828.072,4991.857143,3.58ms,blockpropagation
12,30000000,95.23809524,16266.48831,4.295488722,2914.208667,9632.18975,4993.714286,3.89ms,blockpropagation
13,15000000,100.6923077,13759.00871,4.371562636,3365.654111,9740.371,4996.666667,2.34ms,blockpropagation
13,15150000,47.58461538,38411.07369,169233892.9,17225.06933,5143.781667,12976.2,dataread,blockpropagation
13,15300000,47.60946746,38389.73399,17.74457106,3400.778308,6355.538615,12996.16667,1.26ms,blockpropagation
13,15450000,47.61538462,38361.02418,17.71076065,3403.245308,9630.174615,12993.83333,1.26ms,blockpropagation
13,15600000,49.26153846,NaN,15.8710013,3027.912,5419.1396,12996.5,dataread,blockpropagation
13,15750000,46.61538462,38373.10176,16.29718287,1843.925875,11312.96838,13002.28571,1.16ms,blockpropagation
13,15900000,47.61538462,38305.20159,17.63308046,3076.043,7492.037077,12998.41667,1.46ms,blockpropagation
13,16050000,47.62721893,38385.25398,17.591258,3247.422154,7290.925846,12996.66667,1.52ms,blockpropagation
13,16200000,51.57692308,38355.26987,16.18392762,3132.062083,8398.55425,12996.90909,1.42ms,blockpropagation
13,16350000,51.57692308,38344.82177,16.15244874,3402.919833,8962.30075,12997.36364,1.45ms,blockpropagation
13,16500000,51.58333333,38315.48744,16.12371462,3295.476333,11838.57467,12995.36364,1.61ms,blockpropagation
13,16650000,51.58333333,38311.51211,16.09078404,3092.304583,12291.85417,13000.72727,1.61ms,blockpropagation
13,16800000,51.58974359,38332.55512,16.04857445,2999.1045,8169.610833,12997.18182,1.58ms,blockpropagation
13,16950000,51.58974359,38340.29031,16.01907271,5289.416,6923.16175,12993.81818,1.69ms,blockpropagation
13,17100000,55.72307692,NaN,14.03150149,3464.2082,7421.5658,12995.75,dataread,blockpropagation
13,17250000,48.65934066,38281.01589,14.78362772,7960.899,9510.977857,12990.33333,1.42ms,blockpropagation
13,17400000,56.26573427,38280.9237,14.61098278,3140.841727,13566.806,13001.1,1.71ms,blockpropagation
13,17550000,56.26573427,38305.98289,14.57681828,5206.778545,15380.73036,12998.8,1.63ms,blockpropagation
13,17700000,56.26573427,38316.55124,14.55115063,4621.988182,18915.18764,12997.7,1.52ms,blockpropagation
13,17850000,56.26573427,38260.4863,14.51038731,4738.186818,14644.39,12994.9,1.56ms,blockpropagation
13,18000000,59.24615385,NaN,14.62718772,2932.1888,7417.865,12996.75,dataread,blockpropagation
13,18150000,53.82051282,38247.70346,12.88,3692.324667,9084.3455,12999,1.91ms,blockpropagation
13,18300000,59.96923077,NaN,14.79340446,3425.147,9855.1842,12998.25,1.45ms,blockpropagation
13,18450000,53.21794872,38266.72382,12.9414438,3629.958833,8265.250333,12999.2,1.74ms,blockpropagation
13,18600000,56.27972028,38232.06798,14.44283046,3625.057455,12792.68482,13000.2,1.97ms,blockpropagation
13,18750000,56.29370629,38262.74956,14.39428453,3621.602545,9477.82,12994.1,1.78ms,blockpropagation
13,18900000,61.87692308,38216.62082,13.0417787,4321.2614,12510.6769,12997.55556,1.78ms,blockpropagation
13,19050000,61.88461538,38204.13194,13.00547012,3850.6649,10267.4998,12996.33333,2.09ms,blockpropagation
13,19200000,61.89230769,38213.79364,12.98877215,4032.113182,16099.1483,13003.22222,1.92ms,blockpropagation
13,19350000,61.9,38244.0724,12.95990542,5418.0695,21768.9827,12997.66667,1.76ms,blockpropagation
13,19500000,61.90769231,38197.73316,12.93751283,4325.594727,16614.4926,12996.44444,1.9ms,blockpropagation
13,19650000,61.89230769,38189.52762,12.91877497,4410.604364,23327.0666,13001.33333,1.9ms,blockpropagation
13,19800000,61.89230769,38184.93958,12.88477661,5433.954929,10287.9204,12993.77778,1.98ms,blockpropagation
13,19950000,61.93076923,38189.31145,12.87465579,3959.6908,27714.0954,13009.55556,2.2ms,blockpropagation
13,20100000,61.89230769,38129.19657,12.83094001,4779.68355,11997.7119,12994,2.71ms,blockpropagation
13,20250000,61.93076923,38165.88061,12.8197887,4199.459077,21776.5076,13004.55556,2.8ms,blockpropagation
13,20400000,68.74358974,38109.09175,11.48147772,3892.460308,36821.01011,13007,2.21ms,blockpropagation
13,20550000,68.75213675,38109.24376,11.45973052,6596.562231,25061.99556,13003.5,2.3ms,blockpropagation
13,20700000,68.76923077,38076.49599,11.43069457,3696.358824,32916.27289,13006.875,2.78ms,blockpropagation
13,20850000,68.76923077,38129.07496,11.42133414,4807.661067,48822.05011,13013.75,2.47ms,blockpropagation
13,21000000,68.76923077,38115.39906,11.38007454,4065.706538,16939.96033,13001,2.08ms,blockpropagation
13,21150000,68.76923077,38095.02149,11.37878331,6237.6126,20979.74611,12998.75,2.56ms,blockpropagation
13,21300000,68.77777778,38132.51649,11.35293527,5119.7652,33019.06022,13007.25,2.62ms,blockpropagation
13,21450000,68.8034188,38064.44371,11.31310704,3643.4745,16212.13344,12999.75,2.38ms,blockpropagation
13,21600000,68.76923077,38071.88743,11.31656834,4033.854733,32688.07878,12998.375,2.22ms,blockpropagation
13,21750000,68.79487179,38094.79327,11.28664073,4064.089375,35590.777,13007.625,2.24ms,blockpropagation
13,21900000,68.78632479,38064.99679,11.260731,5171.785524,21625.63378,12999.5,3.28ms,blockpropagation
13,22050000,68.81196581,38074.71855,11.24324324,3570.201765,24734.84567,13002.625,2.19ms,blockpropagation
13,22200000,77.31730769,38083.63873,9.941018767,4217.683739,45823.72413,13006.28571,3ms,blockpropagation
13,22350000,77.36538462,38078.27482,9.912810859,5048.970647,27607.21525,13001.57143,3.25ms,blockpropagation
13,22500000,77.36538462,38012.80236,9.912174859,4396.208786,45550.51013,13016.28571,2.25ms,blockpropagation
13,22650000,77.34615385,38037.10511,9.880011851,4750.121522,38133.65888,13008.71429,3.33ms,blockpropagation
13,22800000,77.35576923,38101.1997,9.872449483,3691.048095,62731.52338,13003.28571,2.81ms,blockpropagation
13,22950000,77.35576923,38022.35506,9.852700974,4075.91216,55433.64712,13005.28571,3.18ms,blockpropagation
13,23100000,77.375,38033.60097,9.84660709,4250.406056,42069.49588,13022.42857,3.11ms,blockpropagation
13,23250000,77.36538462,38055.59725,9.820784314,4930.818438,60998.28738,13022.42857,2.66ms,blockpropagation
13,23400000,77.38461538,37959.61897,9.776320939,3842.606833,27309.55225,12998,2.7ms,blockpropagation
13,23550000,77.375,38001.41143,9.785700332,4282.557045,47223.10075,13006.14286,3.23ms,blockpropagation
13,23700000,77.375,37976.08656,9.753826655,5025.696609,22769.03038,13001.28571,3.79ms,blockpropagation
13,23850000,77.38461538,38003.76333,9.737933048,4700.191273,33078.48575,13000.42857,3.62ms,blockpropagation
13,24000000,77.38461538,37970.70833,9.733391608,4827.313923,58007.49063,13018.57143,3.32ms,blockpropagation
13,24150000,77.39423077,37989.60205,9.696364518,3568.254138,37345.1705,13008.42857,3.77ms,blockpropagation
13,24300000,77.39423077,37945.32388,9.694726657,6923.489588,36564.92263,13016.14286,3.35ms,blockpropagation
13,24450000,88.38461538,37925.10671,8.413629773,4368.661944,28278.98486,13000,dataread,blockpropagation
13,24600000,88.3956044,37957.53821,8.409494404,6315.279471,28403.46371,13009,2.63ms,blockpropagation
13,24750000,88.3956044,37928.08664,8.40973025,5667.491304,70907.95557,13021.83333,3.28ms,blockpropagation
13,24900000,88.3956044,37958.78735,8.36853241,6404.636833,77043.71457,13003.16667,3.22ms,blockpropagation
13,25050000,88.40659341,37967.3754,8.37342805,5498.362118,67480.16586,13026,4.35ms,blockpropagation
13,25200000,88.3956044,37940.88894,8.340554011,4396.835074,44736.29843,12999.5,3.51ms,blockpropagation
13,25350000,88.40659341,37918.32474,8.34797168,4301.382516,69214.685,13018.16667,3.93ms,blockpropagation
13,25500000,88.41758242,37855.69714,8.321776504,6541.807107,54865.232,13003.16667,4.12ms,blockpropagation
13,25650000,88.41758242,37883.62451,8.302440885,4475.850083,47035.27357,13005.33333,5.64ms,blockpropagation
13,25800000,88.41758242,37882.80566,8.305158957,5091.029464,44808.28157,13010.33333,4.08ms,blockpropagation
13,25950000,88.41758242,37865.88876,8.280570071,5945.980269,43161.84457,13007.66667,4.74ms,blockpropagation
13,26100000,88.41758242,37692.37025,8.248885516,4577.597,13115.33014,12992,4.44ms,blockpropagation
13,26250000,88.43956044,37918.21238,8.25314778,5897.062682,68056.01229,12996.83333,2.77ms,blockpropagation
13,26400000,88.43956044,37860.09585,8.245038745,4671.016565,49652.75743,13011.66667,4.19ms,blockpropagation
13,26550000,88.41758242,37829.69834,8.237003491,7271.39625,104657.1036,13026.16667,3.43ms,blockpropagation
13,26700000,88.45054945,37775.54606,8.177777778,4242.7882,27823.06729,12991.5,4.48ms,blockpropagation
13,26850000,88.43956044,37868.97374,8.210941906,3490.540387,75582,13029,3.53ms,blockpropagation
13,27000000,88.43956044,37846.05537,8.181195458,4820.953346,77491.36429,13024.16667,3.81ms,blockpropagation
13,27150000,88.20879121,37794.21036,8.174072334,4798.133333,84271.86371,13011.5,3.58ms,blockpropagation
13,27300000,87.92307692,37798.51696,8.201054713,5680.081786,50637.42657,13006,3.63ms,blockpropagation
13,27450000,87.92307692,37771.60953,8.208305867,6074.745852,51572.41871,13009.16667,4.19ms,blockpropagation
13,27600000,87.92307692,37755.08356,8.192108485,5056.343694,40186.83086,12987.33333,5.17ms,blockpropagation
13,27750000,87.92307692,37796.56416,8.211601846,4575.913654,48760.35429,13007,4.26ms,blockpropagation
13,27900000,87.92307692,37791.06416,8.210283454,6788.563314,47128.66186,13016.16667,3.85ms,blockpropagation
13,28050000,87.92307692,37830.03116,8.198982955,4683.6284,75222.00971,13001.16667,6.47ms,blockpropagation
13,28200000,87.92307692,37805.80156,8.220359733,5610.976483,59612.29686,13024.83333,4.37ms,blockpropagation
13,28350000,87.92307692,37792.78384,8.195498635,5570.2512,56998.98414,13007.66667,4.62ms,blockpropagation
13,28500000,87.92307692,37815.37794,8.207740842,6815.126429,84038.384,13012.83333,4.22ms,blockpropagation
13,28650000,87.92307692,37796.53055,8.204256521,5182.906207,59480.39714,13005.66667,5.55ms,blockpropagation
13,28800000,87.92307692,37761.4201,8.199359638,7529.684541,34523.47629,12998.16667,4.51ms,blockpropagation
13,28950000,87.92307692,37845.81943,8.212449383,4343.567083,43974.30729,13011.66667,6.83ms,blockpropagation
13,29100000,87.92307692,37804.97632,8.199171297,5029.490605,39820.618,13001.66667,5.33ms,blockpropagation
13,29250000,87.92307692,37825.03926,8.211225162,6472.232677,63096.03829,13005.5,5.56ms,blockpropagation
13,29400000,87.92307692,37796.67217,8.202278934,6400.700839,42177.50957,12999,5.26ms,blockpropagation
13,29550000,87.92307692,37798.44577,8.217440437,5839.78315,59632.30343,13025.83333,4.69ms,blockpropagation
13,29700000,87.92307692,37825.60495,8.207081646,5877.757923,109856.8764,13027.66667,5.5ms,blockpropagation
13,29850000,87.92307692,37836.0084,8.207646671,6841.507024,82076.48686,13023,7.1ms,blockpropagation
13,30000000,87.92307692,37796.72976,8.195216122,4977.910568,61024.44086,13022,6.7ms,blockpropagation
14,15000000,81.64285714,37824.70684,8.210189283,6537.195921,94109.69571,13015.33333,5.13ms,blockpropagation
14,15150000,81.64285714,37781.04522,8.20293813,6518.134289,61327.17857,13004.83333,6.03ms,blockpropagation
14,15300000,81.64285714,37857.32692,8.210000942,6463.766063,101655.8394,13003,6.76ms,blockpropagation
14,15450000,81.64285714,37830.19798,8.208870892,5824.470138,35826.89814,13012.5,6.1ms,blockpropagation
14,15600000,81.64285714,37793.74198,8.212355212,5683.657541,47117.50071,13013,5.63ms,blockpropagation
14,15750000,81.64285714,37826.42163,8.226292495,4236.171878,113647.651,13051.16667,5.61ms,blockpropagation
14,15900000,81.64285714,37776.08738,8.180054619,4478.708353,21238.09671,13005.66667,5.62ms,blockpropagation
14,16050000,81.64285714,37769.86816,8.216969583,6663.545056,75622.99314,13024.83333,4.92ms,blockpropagation
14,16200000,81.64285714,37745.46822,8.204444863,5798.638927,43013.721,13016.66667,6.55ms,blockpropagation
14,16350000,81.64285714,37809.59884,8.197382051,6836.12975,47757.93243,12996.16667,6.76ms,blockpropagation
14,16500000,81.64285714,37844.05698,8.20519823,5790.088333,92156.13414,12992.66667,5.48ms,blockpropagation
14,16650000,81.64285714,37808.02811,8.213956116,5169.385256,38674.37,12988.33333,6.4ms,blockpropagation
14,16800000,81.64285714,37801.608,8.216216216,8280.384533,38570.22257,13001.83333,4.84ms,blockpropagation
14,16950000,81.64285714,37758.41185,8.20519823,5882.075952,39060.08314,13011.16667,8.18ms,blockpropagation
14,17100000,81.64285714,37796.38375,8.195404464,5167.570314,47851.47614,12997.66667,6.4ms,blockpropagation
14,17250000,81.64285714,37770.5081,8.214521141,6084.432838,43347.83971,13003.83333,5.32ms,blockpropagation
14,17400000,81.64285714,37753.61244,8.210095113,6646.62065,43326.04857,13011.66667,5.91ms,blockpropagation
14,17550000,81.64285714,37780.32631,8.216969583,5396.168879,47710.22514,13023.33333,6.59ms,blockpropagation
14,17700000,81.64285714,37808.06447,8.189942556,6599.976773,28501.62657,12994.5,6.04ms,blockpropagation
14,17850000,81.64285714,37750.68729,8.21894717,4933.184143,41468.91971,13015.16667,6.26ms,blockpropagation
14,18000000,81.64285714,37850.06645,8.201148884,4702.352974,29544.462,13010,5.48ms,blockpropagation
14,18150000,81.64285714,37821.96181,8.229870986,3832.539795,95142.53586,13040.83333,5.39ms,blockpropagation
14,18300000,81.64285714,37817.69798,8.188624164,4609.05975,41664.93471,13009.16667,5.32ms,blockpropagation
14,18450000,81.64285714,37738.46227,8.204444863,6172.4124,39612.04671,12995.5,5.3ms,blockpropagation
14,18600000,81.64285714,37789.46532,8.214991995,5207.258095,64528.88214,13014.83333,7.36ms,blockpropagation
14,18750000,81.64285714,37821.60816,8.201619738,5463.261592,46984.681,13007,5.4ms,blockpropagation
14,18900000,81.64285714,37785.53391,8.210754308,6183.10775,31296.35786,13009.66667,7.24ms,blockpropagation
14,19050000,81.64285714,37805.51314,8.197852905,5216.141429,19384.47471,12996.33333,7.51ms,blockpropagation
14,19200000,81.64285714,37796.91781,8.211319333,5422.886795,53146.33057,12999,6.42ms,blockpropagation
14,19350000,81.64285714,37821.17919,8.23147189,5211.574377,73136.72886,13040.83333,6.77ms,blockpropagation
14,19500000,81.64285714,37835.0278,8.202184763,6345.670289,75243.16614,13029,7.31ms,blockpropagation
14,19650000,81.64285714,37816.17476,8.198229588,5314.931333,87420.58186,13012.66667,7.08ms,blockpropagation
14,19800000,81.64285714,37801.60067,8.199077126,4541.376043,36562.24914,13014.66667,5.57ms,blockpropagation
14,19950000,81.64285714,37787.40834,8.19841793,5955.671731,40459.75014,13010.16667,6.02ms,blockpropagation
14,20100000,81.64285714,37807.7348,8.218570487,6888.18938,67725.93357,13031.16667,7.78ms,blockpropagation
14,20250000,81.64285714,37770.59731,8.191166777,5016.628405,25622.52057,12994.16667,7.77ms,blockpropagation
14,20400000,81.64285714,37783.22869,8.215274508,6560.071075,37026.01686,13004,5.45ms,blockpropagation
14,20550000,81.64285714,37769.91308,8.211225162,5392.539207,61531.67357,13021.33333,8.35ms,blockpropagation
14,20700000,81.64285714,37818.81164,8.203314813,5909.068049,53920.87343,13015.16667,8.31ms,blockpropagation
14,20850000,81.64285714,37699.03437,8.185516527,3666.254216,11263.38329,12992.5,7.64ms,blockpropagation
14,21000000,81.64285714,37792.77055,8.216498729,3678.043102,39041.84214,13019.33333,5.31ms,blockpropagation
14,21150000,81.64285714,37728.54812,8.200207176,5021.042364,44506.75757,13003.66667,5.73ms,blockpropagation
14,21300000,81.64285714,37689.38558,8.190507581,4473.774762,11284.17157,12991.33333,7.28ms,blockpropagation
14,21450000,81.64285714,37839.97372,8.212261042,5423.546227,92866.50114,13004.83333,5.27ms,blockpropagation
14,21600000,81.64285714,37798.95417,8.194086072,4860.240096,54183.93543,12993.66667,5.46ms,blockpropagation
14,21750000,81.64285714,37791.98335,8.222808174,5322.329412,81744.97057,13029.33333,7.45ms,blockpropagation
14,21900000,81.64285714,37827.2597,8.193050193,4537.066151,54114.75143,13009,7.46ms,blockpropagation
14,22050000,81.64285714,37809.25298,8.208776721,4861.854143,41651.13843,13006.33333,5.96ms,blockpropagation
14,22200000,81.64285714,37831.50519,8.207269988,6339.728422,66928.31657,13003.16667,6.13ms,blockpropagation
14,22350000,81.64285714,37766.26627,8.213579433,5725.556115,66439.82643,13020,6.98ms,blockpropagation
14,22500000,81.64285714,37822.08998,8.207269988,5608.620961,58956.83743,13010,7.54ms,blockpropagation
14,22650000,81.64285714,37779.82768,8.210000942,5913.119405,51693.62071,13019.16667,7.52ms,blockpropagation
14,22800000,81.64285714,37770.72197,8.190695922,6077.074294,19590.67729,12988.66667,6.58ms,blockpropagation
14,22950000,81.64285714,37842.48045,8.215368679,4902.519721,87740.06157,13011.16667,6.78ms,blockpropagation
14,23100000,81.64285714,37798.84739,8.201713909,5545.255125,69180.62057,13006.5,6.56ms,blockpropagation
14,23250000,81.64285714,37839.61625,8.214144458,5040.016327,55695.14743,13020.16667,6.8ms,blockpropagation
14,23400000,81.64285714,37784.72563,8.194556926,7152.912978,76305.13843,12999.16667,6.48ms,blockpropagation
14,23550000,81.64285714,37804.48442,8.210189283,5573.539132,68079.41014,13009.5,7.69ms,blockpropagation
14,23700000,81.64285714,37797.52322,8.200960542,4290.241545,28718.87414,13000.33333,7.08ms,blockpropagation
14,23850000,81.64285714,37771.01665,8.216781241,5115.245216,85558.32329,13015.33333,5.81ms,blockpropagation
14,24000000,81.64285714,37791.43202,8.197476222,6115.177452,56739.05971,13003.5,7.46ms,blockpropagation
14,24150000,81.64285714,37810.71387,8.2143328,5622.856488,80434.99771,13017,6.83ms,blockpropagation
14,24300000,81.64285714,37825.34403,8.209718429,4838.103149,53637.31229,13024.66667,7.42ms,blockpropagation
14,24450000,81.64285714,37774.64574,8.196722855,5563.49837,78408.81329,13006.66667,6.08ms,blockpropagation
14,24600000,81.64285714,37742.73602,8.206704963,7031.2105,34506.75329,13009.83333,7.73ms,blockpropagation
14,24750000,81.64285714,37832.18469,8.212637725,5564.712852,50134.471,13022.5,7.89ms,blockpropagation
14,24900000,81.64285714,37808.39536,8.201619738,5678.19395,78934.34857,13003.66667,8.2ms,blockpropagation
14,25050000,81.64285714,37822.07394,8.218476316,6011.029614,66174.71686,13021.16667,5.69ms,blockpropagation
14,25200000,81.64285714,37847.01268,8.214897825,4976.174093,75298.892,13036.66667,6.97ms,blockpropagation
14,25350000,81.64285714,37726.65032,8.190790093,5712.732789,37266.79314,13010,6.63ms,blockpropagation
14,25500000,81.64285714,37812.79423,8.206610792,5877.89652,65499.82429,13010.33333,5.46ms,blockpropagation
14,25650000,81.64285714,37876.2678,8.215839533,6669.739939,117894.3876,13032.16667,7.1ms,blockpropagation
14,25800000,81.64285714,37728.48396,8.191825972,3627.955409,49004.81343,13003.33333,7.88ms,blockpropagation
14,25950000,81.64285714,37789.96227,8.208305867,5359.43086,33002.92129,13007.16667,4.94ms,blockpropagation
14,26100000,81.64285714,37827.85793,8.208117525,5123.82025,51726.64,13007.16667,6.44ms,blockpropagation
14,26250000,81.64285714,37784.97097,8.211601846,5372.184283,38791.50614,13014.16667,6.36ms,blockpropagation
14,26400000,81.64285714,37742.40208,8.209059233,5920.842864,55348.12857,13019,6.69ms,blockpropagation
14,26550000,81.64285714,37830.94424,8.209341746,5031.548438,54541.255,13018,6.11ms,blockpropagation
14,26700000,81.64285714,37826.68668,8.212826066,3978.407882,72378.51529,13028.83333,6.53ms,blockpropagation
14,26850000,81.64285714,37865.55484,8.19380356,4991.596542,70910.86229,13007.83333,6ms,blockpropagation
14,27000000,81.64285714,37838.25053,8.2075525,5595.303543,83137.98086,13013.33333,6.18ms,blockpropagation
14,27150000,81.64285714,37830.32096,8.218476316,5470.408805,55268.42329,13033.33333,8.19ms,blockpropagation
14,27300000,81.64285714,37810.87,8.210000942,5563.98698,94046.08771,13044,6.48ms,blockpropagation
14,27450000,81.64285714,37803.68439,8.185422356,6931.031,54945.85957,13007.33333,7.18ms,blockpropagation
14,27600000,81.64285714,37734.00336,8.210095113,5726.418041,64944.10414,13021,6.78ms,blockpropagation
14,27750000,81.64285714,37784.19676,8.182597231,4692.09634,11106.244,12988,6.72ms,blockpropagation
14,27900000,81.64285714,37717.7513,8.19954798,4993.540264,14348.36029,12993.16667,6.33ms,blockpropagation
14,28050000,81.64285714,37871.77849,8.226763349,4953.400909,106380.8183,13028,6.27ms,blockpropagation
14,28200000,81.64285714,37772.86389,8.202184763,4142.258057,86704.47543,13030.16667,5.88ms,blockpropagation
14,28350000,81.64285714,37831.67094,8.182691402,5218.73237,82857.31329,13000,5.82ms,blockpropagation
14,28500000,81.64285714,37796.34846,8.206139938,6266.699111,68578.45157,13001.66667,6.5ms,blockpropagation
14,28650000,81.64285714,37832.55713,8.216027875,6551.29325,67061.57086,13024.5,7.15ms,blockpropagation
14,28800000,81.64285714,37807.44653,8.195969489,4794.721652,46817.73871,13004.83333,7.17ms,blockpropagation
14,28950000,81.64285714,37859.87107,8.223279028,5657.044596,85764.851,13033.16667,6.01ms,blockpropagation
14,29100000,81.64285714,37825.51069,8.200113005,5106.349224,77891.23629,13017.33333,8.36ms,blockpropagation
14,29250000,81.64285714,37817.22365,8.207269988,4723.268717,67144.69214,13010.16667,5.83ms,blockpropagation
14,29400000,81.64285714,37876.52857,8.210377625,6326.045512,61259.92371,13019,5.62ms,blockpropagation
14,29550000,81.64285714,37833.44103,8.201054713,4358.933778,94038.46614,13025.33333,6.17ms,blockpropagation
14,29700000,81.64285714,37776.73755,8.194462755,4400.561128,17635.58814,13003.5,5.66ms,blockpropagation
14,29850000,81.64285714,37842.85396,8.217722949,6734.341327,87395.98529,13017.5,5.72ms,blockpropagation
14,30000000,81.64285714,37755.71677,8.198982955,5143.730957,54995.66,13011.33333,7.8ms,blockpropagation
15,15000000,76.2,37738.1158,8.203785667,5150.132024,31943.38243,13010.5,6.78ms,blockpropagation
15,15150000,76.2,37828.2875,8.201431397,4440.165415,57708.909,13007.66667,6.13ms,blockpropagation
15,15300000,76.2,37787.81042,8.204444863,4545.878313,37504.66714,13009.16667,5.7ms,blockpropagation
15,15450000,76.2,37823.11595,8.209624258,5080.423682,66830.70629,13016,5.31ms,blockpropagation
15,15600000,76.2,37818.63611,8.209906771,4767.328375,68427.04843,13020,7.25ms,blockpropagation
15,15750000,76.2,37758.1908,8.21094265,5818.973111,60535.14457,13026.83333,4.97ms,blockpropagation
15,15900000,76.2,37743.59884,8.190036727,5772.273023,19477.19469,12827.16667,7.26ms,blockpropagation
15,16050000,76.2,37801.0443,8.213296921,6882.823778,56356.61671,12995.33333,5.98ms,blockpropagation
15,16200000,76.2,37796.6161,8.212731896,6740.882327,44529.93557,13003.33333,7.48ms,blockpropagation
15,16350000,76.2,37799.52964,8.211036821,5734.491206,56883.56629,13012.83333,7.57ms,blockpropagation
15,16500000,76.2,37854.40452,8.2120727,5250.076391,65351.05386,13030.16667,5.18ms,blockpropagation
15,16650000,76.2,37748.26505,8.185704869,4836.908217,21240.88814,12995.66667,6.56ms,blockpropagation
15,16800000,76.2,37803.4062,8.223184857,4362.969628,67358.73957,13027,5.48ms,blockpropagation
15,16950000,76.2,37831.892,8.20406818,5441.61031,61562.016,13022.66667,5.3ms,blockpropagation
15,17100000,76.2,37797.23862,8.199359638,5704.886327,58968.32671,13017.33333,5.48ms,blockpropagation
